usa_jagaha	vahAz/usa_jagaha
irxa-girxa	cAroM_ora/cAroM_waraPa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa/Asa-pAsa/AsapAsa/agala-bagala/agala-bagala/AjU-bAjU/irxa-girxa/adosa-padosa/pAsa-padosa/pAsa_padosa
avyavasWiwa	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
yaWAsamBava	yaWASakwi/Barasaka/yaWAsAXya/yaWAsamBava/kRamawAnusAra/yaWAkRama
AjIvana	mqwyuparyanwa/AjIvana/wAumra/umraBara/jiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/anwima_xama_waka
prasannawApUrvaka	prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
baKErIya	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
KuleAma	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
jAzca_paraKa_kara	jAzca_paraKakara/jAzca_paraKa_kara
anxAjana	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
xarapeSa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
UrxXva	Upara/UzcAI_para/UrxXva/UrXva
baKEra	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
yaxi	yaxi/agara/jaba
wejI_se	kasakara/joraxAra/weja/weja/wIvra/wejI_se/jora_se/wejI_se/jora_se/wIvrawA_se
yaxA	jaba/yaxA
sagarva	aBimAnapUrvaka/aBimAna_se/sagarva/sABimAna
BalIBAzwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
iwwiPAkana	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka/saMyogavaSa/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/saMyogavaSAw
ahorAwra	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
niwAnwa	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
kiMkarwavya-vimUDa	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDa/kiMkarwwavya-vimUDa/kiMkarwavyavimUDa/kiMkarwwavyavimUDa/hawabuxXi
vivaSawaH	majabUrana/vivaSawaH/anacAhe/majabUrana/vivaSa_hokara/cAranAcAra/anwawogawvA/barabasa
SuruvAwa_meM	AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
nikata	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
anuvawsara	harasAla/prawivarRa/xarasAla/anuvawsara
yaWAsAXya	yaWASakwi/Barasaka/yaWAsAXya/yaWAsamBava/kRamawAnusAra/yaWAkRama
ekAkI	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
IhAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
vAswava_meM	vAkaI/vAkaI/vAswava_meM/hakIkawana/hakIkawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
sIXe	sIXe/sIXA/sIXe/sIXA/sAmane/sIXe/sIXe/sIXA/sIXe/sIXA/sIXe/sIXA
bAra-bAra	bAra-bAra/bAra_bAra/bArambAra/bArambAra/asakqwa/ahora-bahora
AiMxA	aba/Age/AiMxA/AiMxA/AyanxA/AyanxA
acCA_ho_ki	aXimAnawaH/varIyawA_se/acCA_ho_ki
sIXA	sIXe/sIXA/sIXe/sIXA/sAmane/sIXe/sIXA/sIXe/sIXA/sIXe/sIXA
kamobeSa	kamobeSa/kamabeSa/nyUnAXika
ikatTA	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
sAScarya	AScaryapUrvaka/savismaya/sAScarya
hakIkawana	vAkaI/vAkaI/vAswava_meM/hakIkawana/hakIkawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
soca-vicArakara	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
maxxenajara	maxxenajara/maxxenajara
ukadU	ukadUz/ukadU/ukadUz/ukadU/ukurU
kiswoM_meM	kiswavAra/kiswavAra/kiswa_xara_kiswa/kiswoM_meM
SabxaSaH	akRaraSaH/SabxaSaH/aXyakRara
isI_waraha	isI_waraha/isI_prakAra/iwWaMmeva
iva	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa/vEse/vEsA/usI_waraha/usa_waraha/iva
kadA	bahuwa/KUba/KUba/badA/jyAxA/jyAxA/aXika/kAPI/kAPI/kadA/jamakara/datakara
saba_meM	saba_meM
Pira_BI	Pira_BI/waWApi/waba_BI
wadAwada	wadAwada
AXAra_para	Upara/AXAra_para
AyanxA	aba/Age/AiMxA/AiMxA/AyanxA/AyanxA
aharniSa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
sasammAna	sawkArapUrvaka/sAxara/sasammAna/Axara_sahiwa/bAijjawa/bAijjawa/sasammAna
alahaxA	xarakinAra/xUra/alaga/eka_waraPa/eka_ora/alahaxA
ruka-rukakara	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
girawe_padawe	girawe_padawe/girawe-padawe
bilkula	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka/bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
I_pa	IsA_paScAw/I_pa/edI/IsA_paScAw
taka-taka	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
uxAharaNawaH	uxAharaNArWa/uxAharaNawaH/uxAharaNa_svarUpa/masalana
safkocahInawaH	nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
kaWanAnusAra	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbika/kahe_anusAra
sammuKa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
jarA	jarA/jarA/jarA-sA/jarA-sA/rawwiBara/WodA/WodA-sA/WodA_sA/wanika/yawkiMciw
PijUla	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka
cawurguNa	cOgunA/cAra_gunA/cAragunA/cawurguNa
leSamAwra	nAmamAwra/leSamAwra/raFcamAwra/WodA_sA
sannikata	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
warIke_se	warIke_se/warIke_se/warawIba_se/karIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/karInAvAra/karInAvAra
eka_waraPa	eka_ora/eka_waraPa/eka_waraPa
warasoM	narasoM/awarasoM/warasoM/narasoM/awarasoM/warasoM
ulatA-pulatA	ulatA-pulatA/ulatA_pulatA/ulatA-palatA/ultA-paltA/ultA-pultA/ultA_pultA
xvAra-xvAra	xara-xara/xara-baxara/xvAra-xvAra
sampUrNawayA	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
Gara_Gara	Gara-Gara/Gara_Gara
IxqS	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
kawaI	kaxApi/haragija/kawaI/kawwaI
viXipUrvaka	viXipUrvaka/kAyaxe_se/Dafga_se/warIke_se/bawOra/bAkAyaxA/viXivaw/viXivawa
muwAbika	anusAra/mAPika/muwAbika/anukUla/muAPika/muAPika/muwAbika/aprawIRa
mAWe	Barose/mAWe
sAvaXAnawaH	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/samBAlakara
karIba_meM	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
uxxeSyawaH	uxxeSyapUrvaka/uxxeSyawaH/sABiprAyaH/soxxeSya
sABimAna	aBimAnapUrvaka/aBimAna_se/sagarva/sABimAna
aBimuKa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
anakarIba	anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
aBI_waka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
bemOke	kusamaya/galawa_vakwa_para/asamaya/bevakwa/galawa_vakwa_para/bevakwa/bemOke/asamaya/bevakwa/bevakwa/galawa_samaya_para/galawa_samaya_para/bemOke
nAhaka	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka
bIcoMbIca	bIcobIca/bIcoMbIca/bIcoM-bIca/bIcama_bIca/bIcoM_bIca
kiXara	kiXara
samAnAnwara	samAnwara/samAnAnwara/samAnwara/samAnAnwara
kiswavAra	kiswavAra/kiswavAra/kiswa_xara_kiswa/kiswoM_meM
yahAz-vahAz	iXara-uXara/jahAz-wahAz/yahAz-vahAz/iwauwa/iwaswawaH
niwya	prawixina/haraxina/niwya/hararoja/roja/niwa/roja/rojAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha/hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
yUz_hI	akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH/vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhaka/nAhaka/PajUla/PajUla/PijUla/PijUla/anahaka/anAhaka
behicaka	nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
beXadaka	nisafkoca/niHsafkoca/nissafkoca/beXadaka/safkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
mahaja	akelA/akele/kevala/sirPa/mAwra/KAlI/KAlI/basa/nipata/mahaja/sirPa/wanhA/wanahA/ekAkI/ekameva/ekafga/ikelA
xarakinAra	xarakinAra/xUra/alaga/eka_waraPa/eka_ora/alahaxA
hAWo_hAWa	Jatapata/catapata/PatAPata/wuranwa/wuranwa/wawkAla/avilamba/avilamba/POrana/POrana/KatAka_se/wawkRaNa/wadAka_se/wada_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wada_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kramavAra	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
Kulakara	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
kqwajFawApUrvaka	sABAra/kqwajFawApUrvaka
najaxIka	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
sarvawra	cAroM_ora/cAroM_waraPa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
xEvAw	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
bASiMxA	niHsanxeha/nissanxeha/jarUra/jarUra/niHsanxeha/nissanxeha/nisanxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASiMxA/bASiMxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikafka
jEse_kA_wEse	jyoM_kA_wyoM/jEse_kA_wEse
anwawogawvA	anwawaH/anwawogawvA/anwa_meM/AKira/AKira/AKirakAra/AKirakAra/howe_havAwe/majabUrana/vivaSawaH/anacAhe/majabUrana/vivaSa_hokara/cAranAcAra/anwawogawvA/barabasa
sareAma	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
baKUbI	baKUbI/baKUbI
kaxApi	kaxApi/haragija/kawaI/kawwaI
awaeva	isalie/isIlie/awaeva/awaH/lihAjA/lihAjA
sAXAraNawayA	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
jahAz_wahAz	kramahInawaH/akramawaH/avyavasWiwawaH/jahAz_wahAz
yUz	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
nisavAsara	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
samBAlakara	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/samBAlakara
saprayojana	prayojanawaH/kAma_se/kAraNa_se/saprayojana
cObArA	cObArA
wIvrawA_se	kasakara/joraxAra/weja/weja/wIvra/wejI_se/jora_se/wejI_se/jora_se/wIvrawA_se
piCale_xinoM_meM	awIwa_meM/pahale/BUwa_meM/BUwa_kAla_meM/pICe/piCale_xinoM_meM
lAparavAhI_se	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
prawirUpawaH	prawirUpawaH/hUbahU/hU-ba-hU
KuSI_se	prasannawApUrvaka/KuSI_KuSI/KuSI_KuSI/KuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
dafke_kI_cota_para	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/dafke_kI_cota_para/sare_Ama/agupwawaH
nimiRa-mAwra	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
samaJa_bUJa_kara	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
icCAnukula	icCAnusAra/icCAnukula/yaWecCa/yaWABIRta/yaWAvAFCiwa
Kullama_KullA	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPa_sAPa/spaRtawayA/sAPa-sAPa/sAPa-sAPa
beArAma	beArAma
pala-Bara	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
kAnUnana	kAnUnana/kAnUnana/viXAnawaH
ananwara	bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa/lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra
pAsa	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/pAsa
karIba	pAsa_meM/najaxIka/najaxIka/nikata_meM/karIba_meM/samIpa/nikata/pAsa/karIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/anxAjana/anxAjana/anxAjana/anxAjana/lagaBaga/wakarIbana/wakarIbana/karIba/karIba/karIbakarIba/karIbana/karIbakarIba/karIbana/anumAnawaH/anakarIba/anakarIba/waKamInana/anxAja_se/ukavAz
uxxeSyahInawaH	uxxeSyahInawaH/niruxxeSya/niruxxeSyawaH/akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
galawa_vakwa_para	kusamaya/galawa_vakwa_para/asamaya/bevakwa/galawa_vakwa_para/bevakwa/bemOke
bAra_bAra	bAra-bAra/bAra_bAra/bArambAra/bArambAra/asakqwa/ahora-bahora
yoM	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
sUkRmawaH	bArIkI_se/bArIkI_se/sUkRmawaH
Ese	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
vEsA	vEse/vEsA/usI_waraha/usa_waraha/iva
kaba	kaba_waka/kaba
Aja_waka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
vEse	vEse/vEsA/usI_waraha/usa_waraha/iva
EsA	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
patta	pata/patta/petakEyAz
vicArahInawaH	vicArahInawaH/anasoce/besoce_samaJe
TIka-TAka_se	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKEra/baKEra/baKErIya/baKErIyawa/surakRiwawaH
aba_kI	aba/abakI/isabAra/aba_kI/isa_bAra
warakIba_se	yukwipUrvaka/upAyawaH/upAya_se/jugawa_lagAkara/warakIba_se/warIke_se
ihAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
KAsakara	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
BalI_BAnwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAnwi/BalI_BAnwi/BalIBAnwi/sarvawoBAva/acCI_waraha
jalxI_se	jalxI/SIGra/SIGrawaH/avilambawaH/jalxa/acira/wUrNa/SiwAba/begi/avalambiwa/avalambiwa/jalxI_se/ASu/avilambiwa/avilambiwa
uxxeSyapUrvaka	uxxeSyapUrvaka/uxxeSyawaH/sABiprAyaH/soxxeSya
acAFcaka	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aFcakEM/agawyA/acaka/acAFcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPAkana/iwwiPAkana/iwwaPAkana/iwwaPAkana/ucakA/Ocaka
kahAz	kahAz
sAXikAra	aXikArapUrvaka/sAXikAra/aXikArawaH
TIka	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAnwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/sampUrNawaH/sampUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa/TIka-TAka/TIkaTAka/TIka/acCA/baDiyA/TIka/TIka_se/acCI_waraha/acCI_waraha_se
ruka-ruka_kara	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
KAsa_wOra_se	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
asAlawana	svayaM/svawaH/Kuxa/Kuxa/Apa/ApahI/apaneApa/Kuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
wIna_gunA	wigunA/wInagunA/wIna_gunA
kamabeSa	kamobeSa/kamabeSa/nyUnAXika
waba_hI	waBI/waba_hI/usI_samaya/usI_GadI
xobArA	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
niSSabxa	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
sAyAsa	prayawnapUrvaka/sAyAsa/prayawnawaH/prayawna_se
sarvaxA	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niranwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Age_pICe	AgepICe/Age_pICe/Age-pICe/pUrvApara
burI_waraha	burA/KarAba/burI_waraha
sAwagunA	sAwagunA/sawagunA
ahewu	vyarWa/PajUla/PijUla/PijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
bAyeM	bAez/bAez_bAjU/bAyeM
praWamawaH	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala/AramBa_meM/AramBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
viSeRa_rUpa_se	viSeRakara/KAsakara/KAsa_wOra_para/KAsa_wOra_se/KAsawOra_para/KAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
uwa	uXara/usa_ora/pare/uwa/uwana
upAya_se	yukwipUrvaka/upAyawaH/upAya_se/jugawa_lagAkara/warakIba_se/warIke_se
karmAnusAra	yaWAkarma/karmAnusAra
svecCawaH	svecCApUrvaka/icCA_se/KuSI_KuSI/KuSI_se/svecCayA/svecCawaH
usa_vakwa	waba/usa_samaya/usa_vakwa
prawikRaNa	lagAwAra/anavarawa/niranwara/niranwara/wAbadawoda/xanAxana/sawawa/XUAzXAra/ananwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadAXada/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAnwa/asarAra/aharaha/Asafga/Asafga/ikawAra/prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
AjFAnusAra	AjFAnusAra/AxeSAnusAra
haraGadI	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadI/hara_GadI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
paScAwa	bAxa/bAxa_meM/paScAw/uparAnwa/ananwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
xviguNa	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
bina_bole	cupacApa/cupa/mOna/SAnwa/SAnwa/KAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
animiKa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
hiwArWa	hiwArWa/kalyANArWa
prAyaSaH	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
